"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Daily Max Air Temperature (F)
	"Wilcox County, AL"	"01131"	"2010"	"2010"	75.88
	"Wilcox County, AL"	"01131"	"2011"	"2011"	79.90
"Total"	"Wilcox County, AL"	"01131"			77.60
	"Winston County, AL"	"01133"	"2006"	"2006"	72.64
	"Winston County, AL"	"01133"	"2007"	"2007"	74.55
	"Winston County, AL"	"01133"	"2008"	"2008"	71.61
	"Winston County, AL"	"01133"	"2009"	"2009"	72.48
	"Winston County, AL"	"01133"	"2010"	"2010"	70.47
	"Winston County, AL"	"01133"	"2011"	"2011"	73.31
"Total"	"Winston County, AL"	"01133"			72.51
	"Apache County, AZ"	"04001"	"2006"	"2006"	63.52
	"Apache County, AZ"	"04001"	"2007"	"2007"	63.46
	"Apache County, AZ"	"04001"	"2008"	"2008"	61.39
	"Apache County, AZ"	"04001"	"2009"	"2009"	62.81
	"Apache County, AZ"	"04001"	"2010"	"2010"	61.70
	"Apache County, AZ"	"04001"	"2011"	"2011"	61.82
"Total"	"Apache County, AZ"	"04001"			62.45
	"Cochise County, AZ"	"04003"	"2006"	"2006"	74.74
	"Cochise County, AZ"	"04003"	"2007"	"2007"	73.91
	"Cochise County, AZ"	"04003"	"2008"	"2008"	73.13
	"Cochise County, AZ"	"04003"	"2009"	"2009"	75.71
	"Cochise County, AZ"	"04003"	"2010"	"2010"	73.99
	"Cochise County, AZ"	"04003"	"2011"	"2011"	74.84
"Total"	"Cochise County, AZ"	"04003"			74.39
	"Coconino County, AZ"	"04005"	"2006"	"2006"	65.53
	"Coconino County, AZ"	"04005"	"2007"	"2007"	65.33
	"Coconino County, AZ"	"04005"	"2008"	"2008"	63.84
	"Coconino County, AZ"	"04005"	"2009"	"2009"	65.05
	"Coconino County, AZ"	"04005"	"2010"	"2010"	64.05
	"Coconino County, AZ"	"04005"	"2011"	"2011"	63.68
"Total"	"Coconino County, AZ"	"04005"			64.58
	"Gila County, AZ"	"04007"	"2006"	"2006"	71.86
	"Gila County, AZ"	"04007"	"2007"	"2007"	71.94
	"Gila County, AZ"	"04007"	"2008"	"2008"	69.54
	"Gila County, AZ"	"04007"	"2009"	"2009"	72.51
	"Gila County, AZ"	"04007"	"2010"	"2010"	70.46
	"Gila County, AZ"	"04007"	"2011"	"2011"	71.05
"Total"	"Gila County, AZ"	"04007"			71.23
	"Graham County, AZ"	"04009"	"2006"	"2006"	74.20
	"Graham County, AZ"	"04009"	"2007"	"2007"	73.83
	"Graham County, AZ"	"04009"	"2008"	"2008"	72.20
	"Graham County, AZ"	"04009"	"2009"	"2009"	75.17
	"Graham County, AZ"	"04009"	"2010"	"2010"	72.93
	"Graham County, AZ"	"04009"	"2011"	"2011"	73.66
"Total"	"Graham County, AZ"	"04009"			73.66
	"Greenlee County, AZ"	"04011"	"2006"	"2006"	69.52
	"Greenlee County, AZ"	"04011"	"2007"	"2007"	69.26
	"Greenlee County, AZ"	"04011"	"2008"	"2008"	67.51
	"Greenlee County, AZ"	"04011"	"2009"	"2009"	70.81
	"Greenlee County, AZ"	"04011"	"2010"	"2010"	68.71
	"Greenlee County, AZ"	"04011"	"2011"	"2011"	69.31
"Total"	"Greenlee County, AZ"	"04011"			69.19
	"La Paz County, AZ"	"04012"	"2006"	"2006"	83.15
	"La Paz County, AZ"	"04012"	"2007"	"2007"	83.20
	"La Paz County, AZ"	"04012"	"2008"	"2008"	82.67
	"La Paz County, AZ"	"04012"	"2009"	"2009"	83.67
	"La Paz County, AZ"	"04012"	"2010"	"2010"	82.21
	"La Paz County, AZ"	"04012"	"2011"	"2011"	81.90
"Total"	"La Paz County, AZ"	"04012"			82.80
	"Maricopa County, AZ"	"04013"	"2006"	"2006"	83.39
	"Maricopa County, AZ"	"04013"	"2007"	"2007"	83.49
	"Maricopa County, AZ"	"04013"	"2008"	"2008"	82.59
	"Maricopa County, AZ"	"04013"	"2009"	"2009"	84.26
	"Maricopa County, AZ"	"04013"	"2010"	"2010"	82.69
	"Maricopa County, AZ"	"04013"	"2011"	"2011"	82.76
"Total"	"Maricopa County, AZ"	"04013"			83.20
	"Mohave County, AZ"	"04015"	"2006"	"2006"	73.54
	"Mohave County, AZ"	"04015"	"2007"	"2007"	73.87
	"Mohave County, AZ"	"04015"	"2008"	"2008"	72.55
	"Mohave County, AZ"	"04015"	"2009"	"2009"	73.52
	"Mohave County, AZ"	"04015"	"2010"	"2010"	72.40
	"Mohave County, AZ"	"04015"	"2011"	"2011"	71.68
"Total"	"Mohave County, AZ"	"04015"			72.93
	"Navajo County, AZ"	"04017"	"2006"	"2006"	65.60
	"Navajo County, AZ"	"04017"	"2007"	"2007"	65.54
	"Navajo County, AZ"	"04017"	"2008"	"2008"	63.59
	"Navajo County, AZ"	"04017"	"2009"	"2009"	65.11
	"Navajo County, AZ"	"04017"	"2010"	"2010"	63.90
	"Navajo County, AZ"	"04017"	"2011"	"2011"	63.76
"Total"	"Navajo County, AZ"	"04017"			64.58
	"Pima County, AZ"	"04019"	"2006"	"2006"	79.78
	"Pima County, AZ"	"04019"	"2007"	"2007"	79.53
	"Pima County, AZ"	"04019"	"2008"	"2008"	79.03
	"Pima County, AZ"	"04019"	"2009"	"2009"	81.01
	"Pima County, AZ"	"04019"	"2010"	"2010"	79.49
	"Pima County, AZ"	"04019"	"2011"	"2011"	80.00
"Total"	"Pima County, AZ"	"04019"			79.80
	"Pinal County, AZ"	"04021"	"2006"	"2006"	81.90
	"Pinal County, AZ"	"04021"	"2007"	"2007"	81.83
	"Pinal County, AZ"	"04021"	"2008"	"2008"	80.67
	"Pinal County, AZ"	"04021"	"2009"	"2009"	82.97
	"Pinal County, AZ"	"04021"	"2010"	"2010"	81.09
	"Pinal County, AZ"	"04021"	"2011"	"2011"	81.48
"Total"	"Pinal County, AZ"	"04021"			81.66
	"Santa Cruz County, AZ"	"04023"	"2006"	"2006"	73.97
	"Santa Cruz County, AZ"	"04023"	"2007"	"2007"	73.37
	"Santa Cruz County, AZ"	"04023"	"2008"	"2008"	72.83
	"Santa Cruz County, AZ"	"04023"	"2009"	"2009"	75.41
	"Santa Cruz County, AZ"	"04023"	"2010"	"2010"	73.59
	"Santa Cruz County, AZ"	"04023"	"2011"	"2011"	74.68
"Total"	"Santa Cruz County, AZ"	"04023"			73.98
	"Yavapai County, AZ"	"04025"	"2006"	"2006"	71.79
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	71.69
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	70.03
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	72.18
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	70.43
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	70.46
"Total"	"Yavapai County, AZ"	"04025"			71.09
	"Yuma County, AZ"	"04027"	"2006"	"2006"	84.86
	"Yuma County, AZ"	"04027"	"2007"	"2007"	84.85
	"Yuma County, AZ"	"04027"	"2008"	"2008"	84.73
	"Yuma County, AZ"	"04027"	"2009"	"2009"	85.52
	"Yuma County, AZ"	"04027"	"2010"	"2010"	84.35
	"Yuma County, AZ"	"04027"	"2011"	"2011"	84.25
"Total"	"Yuma County, AZ"	"04027"			84.76
	"Arkansas County, AR"	"05001"	"2006"	"2006"	76.36
	"Arkansas County, AR"	"05001"	"2007"	"2007"	75.40
	"Arkansas County, AR"	"05001"	"2008"	"2008"	73.05
	"Arkansas County, AR"	"05001"	"2009"	"2009"	74.73
	"Arkansas County, AR"	"05001"	"2010"	"2010"	74.82
	"Arkansas County, AR"	"05001"	"2011"	"2011"	77.64
"Total"	"Arkansas County, AR"	"05001"			75.33
	"Ashley County, AR"	"05003"	"2006"	"2006"	78.27
	"Ashley County, AR"	"05003"	"2007"	"2007"	77.18
	"Ashley County, AR"	"05003"	"2008"	"2008"	75.34
	"Ashley County, AR"	"05003"	"2009"	"2009"	77.46
	"Ashley County, AR"	"05003"	"2010"	"2010"	77.07
	"Ashley County, AR"	"05003"	"2011"	"2011"	80.45
"Total"	"Ashley County, AR"	"05003"			77.63
	"Baxter County, AR"	"05005"	"2006"	"2006"	72.27
	"Baxter County, AR"	"05005"	"2007"	"2007"	71.30
	"Baxter County, AR"	"05005"	"2008"	"2008"	67.96
	"Baxter County, AR"	"05005"	"2009"	"2009"	67.84
	"Baxter County, AR"	"05005"	"2010"	"2010"	70.50
	"Baxter County, AR"	"05005"	"2011"	"2011"	72.38
"Total"	"Baxter County, AR"	"05005"			70.37
	"Benton County, AR"	"05007"	"2006"	"2006"	72.10
	"Benton County, AR"	"05007"	"2007"	"2007"	69.28
	"Benton County, AR"	"05007"	"2008"	"2008"	66.63
	"Benton County, AR"	"05007"	"2009"	"2009"	67.32
	"Benton County, AR"	"05007"	"2010"	"2010"	69.63
	"Benton County, AR"	"05007"	"2011"	"2011"	71.94
"Total"	"Benton County, AR"	"05007"			69.48
	"Boone County, AR"	"05009"	"2006"	"2006"	71.61
	"Boone County, AR"	"05009"	"2007"	"2007"	70.06
	"Boone County, AR"	"05009"	"2008"	"2008"	66.83
	"Boone County, AR"	"05009"	"2009"	"2009"	66.81
	"Boone County, AR"	"05009"	"2010"	"2010"	69.08
	"Boone County, AR"	"05009"	"2011"	"2011"	71.51
"Total"	"Boone County, AR"	"05009"			69.31
	"Bradley County, AR"	"05011"	"2006"	"2006"	78.28
	"Bradley County, AR"	"05011"	"2007"	"2007"	76.48
	"Bradley County, AR"	"05011"	"2008"	"2008"	74.92
	"Bradley County, AR"	"05011"	"2009"	"2009"	76.89
	"Bradley County, AR"	"05011"	"2010"	"2010"	76.45
	"Bradley County, AR"	"05011"	"2011"	"2011"	80.50
"Total"	"Bradley County, AR"	"05011"			77.25
	"Calhoun County, AR"	"05013"	"2006"	"2006"	78.67
	"Calhoun County, AR"	"05013"	"2007"	"2007"	76.41
	"Calhoun County, AR"	"05013"	"2008"	"2008"	75.03
	"Calhoun County, AR"	"05013"	"2009"	"2009"	77.02
	"Calhoun County, AR"	"05013"	"2010"	"2010"	76.46
	"Calhoun County, AR"	"05013"	"2011"	"2011"	80.79
"Total"	"Calhoun County, AR"	"05013"			77.40
	"Carroll County, AR"	"05015"	"2006"	"2006"	71.00
	"Carroll County, AR"	"05015"	"2007"	"2007"	69.00
	"Carroll County, AR"	"05015"	"2008"	"2008"	65.97
	"Carroll County, AR"	"05015"	"2009"	"2009"	66.16
	"Carroll County, AR"	"05015"	"2010"	"2010"	68.45
	"Carroll County, AR"	"05015"	"2011"	"2011"	70.85
"Total"	"Carroll County, AR"	"05015"			68.57
	"Chicot County, AR"	"05017"	"2006"	"2006"	77.87
	"Chicot County, AR"	"05017"	"2007"	"2007"	77.18
	"Chicot County, AR"	"05017"	"2008"	"2008"	74.85
	"Chicot County, AR"	"05017"	"2009"	"2009"	76.97
	"Chicot County, AR"	"05017"	"2010"	"2010"	76.69
	"Chicot County, AR"	"05017"	"2011"	"2011"	79.64
"Total"	"Chicot County, AR"	"05017"			77.20
	"Clark County, AR"	"05019"	"2006"	"2006"	77.85
	"Clark County, AR"	"05019"	"2007"	"2007"	74.74
	"Clark County, AR"	"05019"	"2008"	"2008"	73.10
	"Clark County, AR"	"05019"	"2009"	"2009"	75.72
	"Clark County, AR"	"05019"	"2010"	"2010"	75.39
	"Clark County, AR"	"05019"	"2011"	"2011"	79.64
"Total"	"Clark County, AR"	"05019"			76.07
	"Clay County, AR"	"05021"	"2006"	"2006"	71.57
	"Clay County, AR"	"05021"	"2007"	"2007"	72.01
	"Clay County, AR"	"05021"	"2008"	"2008"	69.01
	"Clay County, AR"	"05021"	"2009"	"2009"	67.98
	"Clay County, AR"	"05021"	"2010"	"2010"	71.32
	"Clay County, AR"	"05021"	"2011"	"2011"	72.09
"Total"	"Clay County, AR"	"05021"			70.66
	"Cleburne County, AR"	"05023"	"2006"	"2006"	72.63
	"Cleburne County, AR"	"05023"	"2007"	"2007"	71.39
	"Cleburne County, AR"	"05023"	"2008"	"2008"	68.22
	"Cleburne County, AR"	"05023"	"2009"	"2009"	69.51
	"Cleburne County, AR"	"05023"	"2010"	"2010"	70.63
	"Cleburne County, AR"	"05023"	"2011"	"2011"	72.75
"Total"	"Cleburne County, AR"	"05023"			70.85
	"Cleveland County, AR"	"05025"	"2006"	"2006"	77.38
	"Cleveland County, AR"	"05025"	"2007"	"2007"	75.45
	"Cleveland County, AR"	"05025"	"2008"	"2008"	73.62
	"Cleveland County, AR"	"05025"	"2009"	"2009"	75.59
	"Cleveland County, AR"	"05025"	"2010"	"2010"	75.37
	"Cleveland County, AR"	"05025"	"2011"	"2011"	79.04
"Total"	"Cleveland County, AR"	"05025"			76.07
	"Columbia County, AR"	"05027"	"2006"	"2006"	79.40
	"Columbia County, AR"	"05027"	"2007"	"2007"	76.03
	"Columbia County, AR"	"05027"	"2008"	"2008"	75.53
	"Columbia County, AR"	"05027"	"2009"	"2009"	78.03
	"Columbia County, AR"	"05027"	"2010"	"2010"	77.08
	"Columbia County, AR"	"05027"	"2011"	"2011"	81.51
"Total"	"Columbia County, AR"	"05027"			77.93
	"Conway County, AR"	"05029"	"2006"	"2006"	74.43
	"Conway County, AR"	"05029"	"2007"	"2007"	72.77
	"Conway County, AR"	"05029"	"2008"	"2008"	69.85
	"Conway County, AR"	"05029"	"2009"	"2009"	71.01
	"Conway County, AR"	"05029"	"2010"	"2010"	71.80
	"Conway County, AR"	"05029"	"2011"	"2011"	75.06
"Total"	"Conway County, AR"	"05029"			72.48
	"Craighead County, AR"	"05031"	"2006"	"2006"	72.93
	"Craighead County, AR"	"05031"	"2007"	"2007"	73.03
	"Craighead County, AR"	"05031"	"2008"	"2008"	70.11
	"Craighead County, AR"	"05031"	"2009"	"2009"	69.48
	"Craighead County, AR"	"05031"	"2010"	"2010"	72.15
	"Craighead County, AR"	"05031"	"2011"	"2011"	73.49
"Total"	"Craighead County, AR"	"05031"			71.86
	"Crawford County, AR"	"05033"	"2006"	"2006"	74.10
	"Crawford County, AR"	"05033"	"2007"	"2007"	70.71
	"Crawford County, AR"	"05033"	"2008"	"2008"	69.12
	"Crawford County, AR"	"05033"	"2009"	"2009"	71.33
	"Crawford County, AR"	"05033"	"2010"	"2010"	71.45
	"Crawford County, AR"	"05033"	"2011"	"2011"	74.61
"Total"	"Crawford County, AR"	"05033"			71.89
	"Crittenden County, AR"	"05035"	"2006"	"2006"	74.29
	"Crittenden County, AR"	"05035"	"2007"	"2007"	74.54
	"Crittenden County, AR"	"05035"	"2008"	"2008"	71.35
	"Crittenden County, AR"	"05035"	"2009"	"2009"	72.34
	"Crittenden County, AR"	"05035"	"2010"	"2010"	73.10
	"Crittenden County, AR"	"05035"	"2011"	"2011"	74.92
"Total"	"Crittenden County, AR"	"05035"			73.42
	"Cross County, AR"	"05037"	"2006"	"2006"	74.23
	"Cross County, AR"	"05037"	"2007"	"2007"	73.97
	"Cross County, AR"	"05037"	"2008"	"2008"	71.08
	"Cross County, AR"	"05037"	"2009"	"2009"	71.85
	"Cross County, AR"	"05037"	"2010"	"2010"	73.05
	"Cross County, AR"	"05037"	"2011"	"2011"	74.84
"Total"	"Cross County, AR"	"05037"			73.17
	"Dallas County, AR"	"05039"	"2006"	"2006"	77.74
	"Dallas County, AR"	"05039"	"2007"	"2007"	75.03
	"Dallas County, AR"	"05039"	"2008"	"2008"	73.34
	"Dallas County, AR"	"05039"	"2009"	"2009"	75.49
	"Dallas County, AR"	"05039"	"2010"	"2010"	75.18
	"Dallas County, AR"	"05039"	"2011"	"2011"	79.35
"Total"	"Dallas County, AR"	"05039"			76.02
	"Desha County, AR"	"05041"	"2006"	"2006"	76.99
	"Desha County, AR"	"05041"	"2007"	"2007"	76.23
	"Desha County, AR"	"05041"	"2008"	"2008"	74.00
	"Desha County, AR"	"05041"	"2009"	"2009"	75.85
	"Desha County, AR"	"05041"	"2010"	"2010"	75.68
	"Desha County, AR"	"05041"	"2011"	"2011"	78.57
"Total"	"Desha County, AR"	"05041"			76.22
	"Drew County, AR"	"05043"	"2006"	"2006"	77.49
	"Drew County, AR"	"05043"	"2007"	"2007"	76.38
	"Drew County, AR"	"05043"	"2008"	"2008"	74.36
	"Drew County, AR"	"05043"	"2009"	"2009"	76.40
	"Drew County, AR"	"05043"	"2010"	"2010"	76.14
	"Drew County, AR"	"05043"	"2011"	"2011"	79.39
"Total"	"Drew County, AR"	"05043"			76.69
	"Faulkner County, AR"	"05045"	"2006"	"2006"	74.63
	"Faulkner County, AR"	"05045"	"2007"	"2007"	73.10
	"Faulkner County, AR"	"05045"	"2008"	"2008"	70.29
	"Faulkner County, AR"	"05045"	"2009"	"2009"	71.87
	"Faulkner County, AR"	"05045"	"2010"	"2010"	72.22
	"Faulkner County, AR"	"05045"	"2011"	"2011"	75.04
"Total"	"Faulkner County, AR"	"05045"			72.86
	"Franklin County, AR"	"05047"	"2006"	"2006"	74.58
	"Franklin County, AR"	"05047"	"2007"	"2007"	71.59
	"Franklin County, AR"	"05047"	"2008"	"2008"	69.72
	"Franklin County, AR"	"05047"	"2009"	"2009"	72.03
	"Franklin County, AR"	"05047"	"2010"	"2010"	71.85
	"Franklin County, AR"	"05047"	"2011"	"2011"	75.18
"Total"	"Franklin County, AR"	"05047"			72.49
	"Fulton County, AR"	"05049"	"2006"	"2006"	71.28
	"Fulton County, AR"	"05049"	"2007"	"2007"	70.31
	"Fulton County, AR"	"05049"	"2008"	"2008"	67.21
	"Fulton County, AR"	"05049"	"2009"	"2009"	66.88
	"Fulton County, AR"	"05049"	"2010"	"2010"	69.61
	"Fulton County, AR"	"05049"	"2011"	"2011"	71.04
"Total"	"Fulton County, AR"	"05049"			69.39
	"Garland County, AR"	"05051"	"2006"	"2006"	75.62
	"Garland County, AR"	"05051"	"2007"	"2007"	72.92
	"Garland County, AR"	"05051"	"2008"	"2008"	70.77
	"Garland County, AR"	"05051"	"2009"	"2009"	73.16
	"Garland County, AR"	"05051"	"2010"	"2010"	72.99
	"Garland County, AR"	"05051"	"2011"	"2011"	76.95
"Total"	"Garland County, AR"	"05051"			73.73
	"Grant County, AR"	"05053"	"2006"	"2006"	77.22
	"Grant County, AR"	"05053"	"2007"	"2007"	74.73
	"Grant County, AR"	"05053"	"2008"	"2008"	72.71
	"Grant County, AR"	"05053"	"2009"	"2009"	74.75
	"Grant County, AR"	"05053"	"2010"	"2010"	74.71
	"Grant County, AR"	"05053"	"2011"	"2011"	78.52
"Total"	"Grant County, AR"	"05053"			75.44
	"Greene County, AR"	"05055"	"2006"	"2006"	72.04
	"Greene County, AR"	"05055"	"2007"	"2007"	72.35
	"Greene County, AR"	"05055"	"2008"	"2008"	69.42
	"Greene County, AR"	"05055"	"2009"	"2009"	68.47
	"Greene County, AR"	"05055"	"2010"	"2010"	71.56
	"Greene County, AR"	"05055"	"2011"	"2011"	72.59
"Total"	"Greene County, AR"	"05055"			71.07
	"Hempstead County, AR"	"05057"	"2006"	"2006"	78.90
	"Hempstead County, AR"	"05057"	"2007"	"2007"	75.45
	"Hempstead County, AR"	"05057"	"2008"	"2008"	74.17
	"Hempstead County, AR"	"05057"	"2009"	"2009"	77.02
	"Hempstead County, AR"	"05057"	"2010"	"2010"	76.33
	"Hempstead County, AR"	"05057"	"2011"	"2011"	80.81
"Total"	"Hempstead County, AR"	"05057"			77.11
	"Hot Spring County, AR"	"05059"	"2006"	"2006"	76.88
	"Hot Spring County, AR"	"05059"	"2007"	"2007"	74.06
	"Hot Spring County, AR"	"05059"	"2008"	"2008"	72.12
	"Hot Spring County, AR"	"05059"	"2009"	"2009"	74.42
	"Hot Spring County, AR"	"05059"	"2010"	"2010"	74.25
	"Hot Spring County, AR"	"05059"	"2011"	"2011"	78.31
"Total"	"Hot Spring County, AR"	"05059"			75.01
	"Howard County, AR"	"05061"	"2006"	"2006"	77.42
	"Howard County, AR"	"05061"	"2007"	"2007"	73.80
	"Howard County, AR"	"05061"	"2008"	"2008"	72.50
	"Howard County, AR"	"05061"	"2009"	"2009"	75.69
	"Howard County, AR"	"05061"	"2010"	"2010"	74.41
	"Howard County, AR"	"05061"	"2011"	"2011"	78.94
"Total"	"Howard County, AR"	"05061"			75.46
	"Independence County, AR"	"05063"	"2006"	"2006"	73.34
	"Independence County, AR"	"05063"	"2007"	"2007"	72.33
	"Independence County, AR"	"05063"	"2008"	"2008"	69.17
	"Independence County, AR"	"05063"	"2009"	"2009"	69.99
	"Independence County, AR"	"05063"	"2010"	"2010"	71.66
	"Independence County, AR"	"05063"	"2011"	"2011"	73.41
"Total"	"Independence County, AR"	"05063"			71.65
	"Izard County, AR"	"05065"	"2006"	"2006"	72.30
	"Izard County, AR"	"05065"	"2007"	"2007"	71.34
	"Izard County, AR"	"05065"	"2008"	"2008"	68.05
	"Izard County, AR"	"05065"	"2009"	"2009"	68.06
	"Izard County, AR"	"05065"	"2010"	"2010"	70.45
	"Izard County, AR"	"05065"	"2011"	"2011"	72.32
"Total"	"Izard County, AR"	"05065"			70.42
	"Jackson County, AR"	"05067"	"2006"	"2006"	73.93
	"Jackson County, AR"	"05067"	"2007"	"2007"	73.29
	"Jackson County, AR"	"05067"	"2008"	"2008"	70.29
	"Jackson County, AR"	"05067"	"2009"	"2009"	70.50
	"Jackson County, AR"	"05067"	"2010"	"2010"	72.54
	"Jackson County, AR"	"05067"	"2011"	"2011"	74.24
"Total"	"Jackson County, AR"	"05067"			72.46
	"Jefferson County, AR"	"05069"	"2006"	"2006"	76.74
	"Jefferson County, AR"	"05069"	"2007"	"2007"	75.07
	"Jefferson County, AR"	"05069"	"2008"	"2008"	72.91
	"Jefferson County, AR"	"05069"	"2009"	"2009"	74.75
	"Jefferson County, AR"	"05069"	"2010"	"2010"	74.72
	"Jefferson County, AR"	"05069"	"2011"	"2011"	77.95
"Total"	"Jefferson County, AR"	"05069"			75.36
	"Johnson County, AR"	"05071"	"2006"	"2006"	73.08
	"Johnson County, AR"	"05071"	"2007"	"2007"	70.80
	"Johnson County, AR"	"05071"	"2008"	"2008"	68.24
	"Johnson County, AR"	"05071"	"2009"	"2009"	69.91
	"Johnson County, AR"	"05071"	"2010"	"2010"	70.25
	"Johnson County, AR"	"05071"	"2011"	"2011"	73.76
"Total"	"Johnson County, AR"	"05071"			71.01
	"Lafayette County, AR"	"05073"	"2006"	"2006"	79.98
	"Lafayette County, AR"	"05073"	"2007"	"2007"	76.25
	"Lafayette County, AR"	"05073"	"2008"	"2008"	75.69
	"Lafayette County, AR"	"05073"	"2009"	"2009"	78.40
	"Lafayette County, AR"	"05073"	"2010"	"2010"	77.20
	"Lafayette County, AR"	"05073"	"2011"	"2011"	81.96
"Total"	"Lafayette County, AR"	"05073"			78.25
	"Lawrence County, AR"	"05075"	"2006"	"2006"	72.88
	"Lawrence County, AR"	"05075"	"2007"	"2007"	72.26
	"Lawrence County, AR"	"05075"	"2008"	"2008"	69.20
	"Lawrence County, AR"	"05075"	"2009"	"2009"	68.72
	"Lawrence County, AR"	"05075"	"2010"	"2010"	71.29
	"Lawrence County, AR"	"05075"	"2011"	"2011"	72.78
"Total"	"Lawrence County, AR"	"05075"			71.19
	"Lee County, AR"	"05077"	"2006"	"2006"	75.37
	"Lee County, AR"	"05077"	"2007"	"2007"	75.08
	"Lee County, AR"	"05077"	"2008"	"2008"	72.21
	"Lee County, AR"	"05077"	"2009"	"2009"	73.65
	"Lee County, AR"	"05077"	"2010"	"2010"	74.14
	"Lee County, AR"	"05077"	"2011"	"2011"	76.42
"Total"	"Lee County, AR"	"05077"			74.48
	"Lincoln County, AR"	"05079"	"2006"	"2006"	77.03
	"Lincoln County, AR"	"05079"	"2007"	"2007"	75.62
	"Lincoln County, AR"	"05079"	"2008"	"2008"	73.67
	"Lincoln County, AR"	"05079"	"2009"	"2009"	75.54
	"Lincoln County, AR"	"05079"	"2010"	"2010"	75.37
	"Lincoln County, AR"	"05079"	"2011"	"2011"	78.54
"Total"	"Lincoln County, AR"	"05079"			75.96
	"Little River County, AR"	"05081"	"2006"	"2006"	79.58
	"Little River County, AR"	"05081"	"2007"	"2007"	75.61
	"Little River County, AR"	"05081"	"2008"	"2008"	74.68
	"Little River County, AR"	"05081"	"2009"	"2009"	77.84
	"Little River County, AR"	"05081"	"2010"	"2010"	76.13
	"Little River County, AR"	"05081"	"2011"	"2011"	81.23
"Total"	"Little River County, AR"	"05081"			77.51
	"Logan County, AR"	"05083"	"2006"	"2006"	75.67
	"Logan County, AR"	"05083"	"2007"	"2007"	72.85
	"Logan County, AR"	"05083"	"2008"	"2008"	70.57
	"Logan County, AR"	"05083"	"2009"	"2009"	73.30
	"Logan County, AR"	"05083"	"2010"	"2010"	72.72
	"Logan County, AR"	"05083"	"2011"	"2011"	76.55
"Total"	"Logan County, AR"	"05083"			73.61
	"Lonoke County, AR"	"05085"	"2006"	"2006"	75.81
	"Lonoke County, AR"	"05085"	"2007"	"2007"	74.44
	"Lonoke County, AR"	"05085"	"2008"	"2008"	71.85
	"Lonoke County, AR"	"05085"	"2009"	"2009"	73.59
	"Lonoke County, AR"	"05085"	"2010"	"2010"	73.80
	"Lonoke County, AR"	"05085"	"2011"	"2011"	76.45
"Total"	"Lonoke County, AR"	"05085"			74.32
	"Madison County, AR"	"05087"	"2006"	"2006"	70.02
	"Madison County, AR"	"05087"	"2007"	"2007"	67.81
	"Madison County, AR"	"05087"	"2008"	"2008"	65.16
	"Madison County, AR"	"05087"	"2009"	"2009"	65.98
	"Madison County, AR"	"05087"	"2010"	"2010"	67.36
	"Madison County, AR"	"05087"	"2011"	"2011"	70.25
"Total"	"Madison County, AR"	"05087"			67.76
	"Marion County, AR"	"05089"	"2006"	"2006"	72.34
	"Marion County, AR"	"05089"	"2007"	"2007"	71.21
	"Marion County, AR"	"05089"	"2008"	"2008"	67.86
	"Marion County, AR"	"05089"	"2009"	"2009"	67.68
	"Marion County, AR"	"05089"	"2010"	"2010"	70.43
	"Marion County, AR"	"05089"	"2011"	"2011"	72.48
"Total"	"Marion County, AR"	"05089"			70.33
	"Miller County, AR"	"05091"	"2006"	"2006"	80.23
	"Miller County, AR"	"05091"	"2007"	"2007"	76.36
	"Miller County, AR"	"05091"	"2008"	"2008"	75.72
	"Miller County, AR"	"05091"	"2009"	"2009"	78.53
	"Miller County, AR"	"05091"	"2010"	"2010"	77.12
	"Miller County, AR"	"05091"	"2011"	"2011"	82.07
"Total"	"Miller County, AR"	"05091"			78.34
	"Mississippi County, AR"	"05093"	"2006"	"2006"	72.86
